101
81
T [GeV]		muB [GeV]		betapi_over_T4 [fm^-4 / GeV^4]
0.144000		-0.020000		62.686886
0.145000		-0.020000		63.920454
0.146000		-0.020000		65.183235
0.147000		-0.020000		66.475806
0.148000		-0.020000		67.798741
0.149000		-0.020000		69.152623
0.150000		-0.020000		70.538033
0.151000		-0.020000		71.955556
0.152000		-0.020000		73.405779
0.153000		-0.020000		74.889290
0.154000		-0.020000		76.406681
0.155000		-0.020000		77.958543
0.156000		-0.020000		79.545470
0.157000		-0.020000		81.168055
0.158000		-0.020000		82.826894
0.159000		-0.020000		84.522583
0.160000		-0.020000		86.255718
0.161000		-0.020000		88.026895
0.162000		-0.020000		89.836710
0.163000		-0.020000		91.685760
0.164000		-0.020000		93.574640
0.165000		-0.020000		95.503945
0.166000		-0.020000		97.474269
0.167000		-0.020000		99.486206
0.168000		-0.020000		101.540346
0.169000		-0.020000		103.637280
0.170000		-0.020000		105.777595
0.171000		-0.020000		107.961880
0.172000		-0.020000		110.190716
0.173000		-0.020000		112.464687
0.174000		-0.020000		114.784371
0.175000		-0.020000		117.150344
0.176000		-0.020000		119.563180
0.177000		-0.020000		122.023449
0.178000		-0.020000		124.531718
0.179000		-0.020000		127.088549
0.180000		-0.020000		129.694502
0.181000		-0.020000		132.350133
0.182000		-0.020000		135.055992
0.183000		-0.020000		137.812626
0.184000		-0.020000		140.620577
0.185000		-0.020000		143.480383
0.186000		-0.020000		146.392576
0.187000		-0.020000		149.357685
0.188000		-0.020000		152.376231
0.189000		-0.020000		155.448732
0.190000		-0.020000		158.575699
0.191000		-0.020000		161.757638
0.192000		-0.020000		164.995049
0.193000		-0.020000		168.288426
0.194000		-0.020000		171.638257
0.195000		-0.020000		175.045024
0.196000		-0.020000		178.509201
0.197000		-0.020000		182.031259
0.198000		-0.020000		185.611658
0.199000		-0.020000		189.250854
0.200000		-0.020000		192.949297
0.100000		0.000000		29.369389
0.101000		0.000000		29.817725
0.102000		0.000000		30.274657
0.103000		0.000000		30.740540
0.104000		0.000000		31.215730
0.105000		0.000000		31.700592
0.106000		0.000000		32.195493
0.107000		0.000000		32.700805
0.108000		0.000000		33.216907
0.109000		0.000000		33.744181
0.110000		0.000000		34.283016
0.111000		0.000000		34.833805
0.112000		0.000000		35.396948
0.113000		0.000000		35.972848
0.114000		0.000000		36.561916
0.115000		0.000000		37.164568
0.116000		0.000000		37.781225
0.117000		0.000000		38.412313
0.118000		0.000000		39.058266
0.119000		0.000000		39.719522
0.120000		0.000000		40.396525
0.121000		0.000000		41.089725
0.122000		0.000000		41.799578
0.123000		0.000000		42.526545
0.124000		0.000000		43.271093
0.125000		0.000000		44.033696
0.126000		0.000000		44.814830
0.127000		0.000000		45.614981
0.128000		0.000000		46.434638
0.129000		0.000000		47.274296
0.130000		0.000000		48.134455
0.131000		0.000000		49.015621
0.132000		0.000000		49.918305
0.133000		0.000000		50.843023
0.134000		0.000000		51.790295
0.135000		0.000000		52.760649
0.136000		0.000000		53.754615
0.137000		0.000000		54.772728
0.138000		0.000000		55.815528
0.139000		0.000000		56.883560
0.140000		0.000000		57.977373
0.141000		0.000000		59.097519
0.142000		0.000000		60.244554
0.143000		0.000000		61.419040
0.144000		0.000000		62.621541
0.145000		0.000000		63.852624
0.146000		0.000000		65.112860
0.147000		0.000000		66.402824
0.148000		0.000000		67.723091
0.149000		0.000000		69.074242
0.150000		0.000000		70.456858
0.151000		0.000000		71.871525
0.152000		0.000000		73.318828
0.153000		0.000000		74.799357
0.154000		0.000000		76.313700
0.155000		0.000000		77.862451
0.156000		0.000000		79.446202
0.157000		0.000000		81.065547
0.158000		0.000000		82.721080
0.159000		0.000000		84.413398
0.160000		0.000000		86.143097
0.161000		0.000000		87.910772
0.162000		0.000000		89.717021
0.163000		0.000000		91.562438
0.164000		0.000000		93.447619
0.165000		0.000000		95.373160
0.166000		0.000000		97.339654
0.167000		0.000000		99.347695
0.168000		0.000000		101.397873
0.169000		0.000000		103.490779
0.170000		0.000000		105.627001
0.171000		0.000000		107.807126
0.172000		0.000000		110.031738
0.173000		0.000000		112.301418
0.174000		0.000000		114.616747
0.175000		0.000000		116.978299
0.176000		0.000000		119.386650
0.177000		0.000000		121.842369
0.178000		0.000000		124.346022
0.179000		0.000000		126.898174
0.180000		0.000000		129.499384
0.181000		0.000000		132.150208
0.182000		0.000000		134.851196
0.183000		0.000000		137.602896
0.184000		0.000000		140.405851
0.185000		0.000000		143.260599
0.186000		0.000000		146.167672
0.187000		0.000000		149.127598
0.188000		0.000000		152.140901
0.189000		0.000000		155.208098
0.190000		0.000000		158.329701
0.191000		0.000000		161.506215
0.192000		0.000000		164.738143
0.193000		0.000000		168.025978
0.194000		0.000000		171.370208
0.195000		0.000000		174.771316
0.196000		0.000000		178.229779
0.197000		0.000000		181.746064
0.198000		0.000000		185.320635
0.199000		0.000000		188.953948
0.200000		0.000000		192.646452
0.100000		0.020000		29.375817
0.101000		0.020000		29.824645
0.102000		0.020000		30.282097
0.103000		0.020000		30.748527
0.104000		0.020000		31.224295
0.105000		0.020000		31.709763
0.106000		0.020000		32.205302
0.107000		0.020000		32.711284
0.108000		0.020000		33.228088
0.109000		0.020000		33.756097
0.110000		0.020000		34.295702
0.111000		0.020000		34.847297
0.112000		0.020000		35.411281
0.113000		0.020000		35.988060
0.114000		0.020000		36.578045
0.115000		0.020000		37.181652
0.116000		0.020000		37.799304
0.117000		0.020000		38.431428
0.118000		0.020000		39.078458
0.119000		0.020000		39.740833
0.120000		0.020000		40.418999
0.121000		0.020000		41.113406
0.122000		0.020000		41.824510
0.123000		0.020000		42.552774
0.124000		0.020000		43.298666
0.125000		0.020000		44.062659
0.126000		0.020000		44.845233
0.127000		0.020000		45.646871
0.128000		0.020000		46.468065
0.129000		0.020000		47.309311
0.130000		0.020000		48.171109
0.131000		0.020000		49.053965
0.132000		0.020000		49.958392
0.133000		0.020000		50.884907
0.134000		0.020000		51.834030
0.135000		0.020000		52.806289
0.136000		0.020000		53.802215
0.137000		0.020000		54.822344
0.138000		0.020000		55.867217
0.139000		0.020000		56.937379
0.140000		0.020000		58.033379
0.141000		0.020000		59.155771
0.142000		0.020000		60.305111
0.143000		0.020000		61.481961
0.144000		0.020000		62.686886
0.145000		0.020000		63.920454
0.146000		0.020000		65.183235
0.147000		0.020000		66.475806
0.148000		0.020000		67.798741
0.149000		0.020000		69.152623
0.150000		0.020000		70.538033
0.151000		0.020000		71.955556
0.152000		0.020000		73.405779
0.153000		0.020000		74.889290
0.154000		0.020000		76.406681
0.155000		0.020000		77.958543
0.156000		0.020000		79.545470
0.157000		0.020000		81.168055
0.158000		0.020000		82.826894
0.159000		0.020000		84.522583
0.160000		0.020000		86.255718
0.161000		0.020000		88.026895
0.162000		0.020000		89.836710
0.163000		0.020000		91.685760
0.164000		0.020000		93.574640
0.165000		0.020000		95.503945
0.166000		0.020000		97.474269
0.167000		0.020000		99.486206
0.168000		0.020000		101.540346
0.169000		0.020000		103.637280
0.170000		0.020000		105.777595
0.171000		0.020000		107.961880
0.172000		0.020000		110.190716
0.173000		0.020000		112.464687
0.174000		0.020000		114.784371
0.175000		0.020000		117.150344
0.176000		0.020000		119.563180
0.177000		0.020000		122.023449
0.178000		0.020000		124.531718
0.179000		0.020000		127.088549
0.180000		0.020000		129.694502
0.181000		0.020000		132.350133
0.182000		0.020000		135.055992
0.183000		0.020000		137.812626
0.184000		0.020000		140.620577
0.185000		0.020000		143.480383
0.186000		0.020000		146.392576
0.187000		0.020000		149.357685
0.188000		0.020000		152.376231
0.189000		0.020000		155.448732
0.190000		0.020000		158.575699
0.191000		0.020000		161.757638
0.192000		0.020000		164.995049
0.193000		0.020000		168.288426
0.194000		0.020000		171.638257
0.195000		0.020000		175.045024
0.196000		0.020000		178.509201
0.197000		0.020000		182.031259
0.198000		0.020000		185.611658
0.199000		0.020000		189.250854
0.200000		0.020000		192.949297
0.100000		0.040000		29.395359
0.101000		0.040000		29.845678
0.102000		0.040000		30.304703
0.103000		0.040000		30.772792
0.104000		0.040000		31.250306
0.105000		0.040000		31.737611
0.106000		0.040000		32.235079
0.107000		0.040000		32.743086
0.108000		0.040000		33.262014
0.109000		0.040000		33.792249
0.110000		0.040000		34.334182
0.111000		0.040000		34.888211
0.112000		0.040000		35.454739
0.113000		0.040000		36.034174
0.114000		0.040000		36.626928
0.115000		0.040000		37.233422
0.116000		0.040000		37.854081
0.117000		0.040000		38.489333
0.118000		0.040000		39.139617
0.119000		0.040000		39.805373
0.120000		0.040000		40.487049
0.121000		0.040000		41.185099
0.122000		0.040000		41.899981
0.123000		0.040000		42.632160
0.124000		0.040000		43.382106
0.125000		0.040000		44.150296
0.126000		0.040000		44.937211
0.127000		0.040000		45.743338
0.128000		0.040000		46.569170
0.129000		0.040000		47.415204
0.130000		0.040000		48.281944
0.131000		0.040000		49.169899
0.132000		0.040000		50.079583
0.133000		0.040000		51.011513
0.134000		0.040000		51.966215
0.135000		0.040000		52.944217
0.136000		0.040000		53.946052
0.137000		0.040000		54.972258
0.138000		0.040000		56.023378
0.139000		0.040000		57.099959
0.140000		0.040000		58.202551
0.141000		0.040000		59.331710
0.142000		0.040000		60.487995
0.143000		0.040000		61.671968
0.144000		0.040000		62.884195
0.145000		0.040000		64.125247
0.146000		0.040000		65.395696
0.147000		0.040000		66.696117
0.148000		0.040000		68.027090
0.149000		0.040000		69.389195
0.150000		0.040000		70.783017
0.151000		0.040000		72.209140
0.152000		0.040000		73.668154
0.153000		0.040000		75.160647
0.154000		0.040000		76.687212
0.155000		0.040000		78.248441
0.156000		0.040000		79.844927
0.157000		0.040000		81.477267
0.158000		0.040000		83.146056
0.159000		0.040000		84.851890
0.160000		0.040000		86.595365
0.161000		0.040000		88.377080
0.162000		0.040000		90.197629
0.163000		0.040000		92.057611
0.164000		0.040000		93.957619
0.165000		0.040000		95.898251
0.166000		0.040000		97.880099
0.167000		0.040000		99.903757
0.168000		0.040000		101.969817
0.169000		0.040000		104.078867
0.170000		0.040000		106.231497
0.171000		0.040000		108.428293
0.172000		0.040000		110.669837
0.173000		0.040000		112.956712
0.174000		0.040000		115.289496
0.175000		0.040000		117.668766
0.176000		0.040000		120.095093
0.177000		0.040000		122.569047
0.178000		0.040000		125.091194
0.179000		0.040000		127.662096
0.180000		0.040000		130.282313
0.181000		0.040000		132.952398
0.182000		0.040000		135.672901
0.183000		0.040000		138.444369
0.184000		0.040000		141.267342
0.185000		0.040000		144.142357
0.186000		0.040000		147.069946
0.187000		0.040000		150.050634
0.188000		0.040000		153.084943
0.189000		0.040000		156.173389
0.190000		0.040000		159.316481
0.191000		0.040000		162.514725
0.192000		0.040000		165.768618
0.193000		0.040000		169.078654
0.194000		0.040000		172.445318
0.195000		0.040000		175.869091
0.196000		0.040000		179.350446
0.197000		0.040000		182.889850
0.198000		0.040000		186.487765
0.199000		0.040000		190.144642
0.200000		0.040000		193.860930
0.100000		0.060000		29.428799
0.101000		0.060000		29.881651
0.102000		0.060000		30.343349
0.103000		0.060000		30.814253
0.104000		0.060000		31.294730
0.105000		0.060000		31.785150
0.106000		0.060000		32.285890
0.107000		0.060000		32.797330
0.108000		0.060000		33.319855
0.109000		0.060000		33.853858
0.110000		0.060000		34.399733
0.111000		0.060000		34.957884
0.112000		0.060000		35.528716
0.113000		0.060000		36.112642
0.114000		0.060000		36.710080
0.115000		0.060000		37.321454
0.116000		0.060000		37.947193
0.117000		0.060000		38.587732
0.118000		0.060000		39.243510
0.119000		0.060000		39.914975
0.120000		0.060000		40.602577
0.121000		0.060000		41.306775
0.122000		0.060000		42.028031
0.123000		0.060000		42.766814
0.124000		0.060000		43.523599
0.125000		0.060000		44.298866
0.126000		0.060000		45.093100
0.127000		0.060000		45.906791
0.128000		0.060000		46.740437
0.129000		0.060000		47.594540
0.130000		0.060000		48.469605
0.131000		0.060000		49.366147
0.132000		0.060000		50.284681
0.133000		0.060000		51.225730
0.134000		0.060000		52.189822
0.135000		0.060000		53.177488
0.136000		0.060000		54.189265
0.137000		0.060000		55.225695
0.138000		0.060000		56.287323
0.139000		0.060000		57.374698
0.140000		0.060000		58.488375
0.141000		0.060000		59.628912
0.142000		0.060000		60.796871
0.143000		0.060000		61.992815
0.144000		0.060000		63.217315
0.145000		0.060000		64.470943
0.146000		0.060000		65.754273
0.147000		0.060000		67.067884
0.148000		0.060000		68.412355
0.149000		0.060000		69.788272
0.150000		0.060000		71.196218
0.151000		0.060000		72.636782
0.152000		0.060000		74.110554
0.153000		0.060000		75.618124
0.154000		0.060000		77.160086
0.155000		0.060000		78.737035
0.156000		0.060000		80.349564
0.157000		0.060000		81.998270
0.158000		0.060000		83.683751
0.159000		0.060000		85.406604
0.160000		0.060000		87.167425
0.161000		0.060000		88.966812
0.162000		0.060000		90.805363
0.163000		0.060000		92.683675
0.164000		0.060000		94.602344
0.165000		0.060000		96.561964
0.166000		0.060000		98.563131
0.167000		0.060000		100.606437
0.168000		0.060000		102.692474
0.169000		0.060000		104.821832
0.170000		0.060000		106.995098
0.171000		0.060000		109.212857
0.172000		0.060000		111.475694
0.173000		0.060000		113.784189
0.174000		0.060000		116.138919
0.175000		0.060000		118.540461
0.176000		0.060000		120.989384
0.177000		0.060000		123.486258
0.178000		0.060000		126.031648
0.179000		0.060000		128.626115
0.180000		0.060000		131.270215
0.181000		0.060000		133.964502
0.182000		0.060000		136.709524
0.183000		0.060000		139.505826
0.184000		0.060000		142.353946
0.185000		0.060000		145.254420
0.186000		0.060000		148.207776
0.187000		0.060000		151.214539
0.188000		0.060000		154.275229
0.189000		0.060000		157.390358
0.190000		0.060000		160.560434
0.191000		0.060000		163.785960
0.192000		0.060000		167.067431
0.193000		0.060000		170.405338
0.194000		0.060000		173.800164
0.195000		0.060000		177.252386
0.196000		0.060000		180.762475
0.197000		0.060000		184.330897
0.198000		0.060000		187.958107
0.199000		0.060000		191.644556
0.200000		0.060000		195.390689
0.100000		0.080000		29.477482
0.101000		0.080000		29.933983
0.102000		0.080000		30.399527
0.103000		0.080000		30.874481
0.104000		0.080000		31.359218
0.105000		0.080000		31.854114
0.106000		0.080000		32.359552
0.107000		0.080000		32.875918
0.108000		0.080000		33.403605
0.109000		0.080000		33.943010
0.110000		0.080000		34.494535
0.111000		0.080000		35.058588
0.112000		0.080000		35.635582
0.113000		0.080000		36.225936
0.114000		0.080000		36.830074
0.115000		0.080000		37.448425
0.116000		0.080000		38.081425
0.117000		0.080000		38.729515
0.118000		0.080000		39.393140
0.119000		0.080000		40.072753
0.120000		0.080000		40.768812
0.121000		0.080000		41.481780
0.122000		0.080000		42.212125
0.123000		0.080000		42.960322
0.124000		0.080000		43.726852
0.125000		0.080000		44.512199
0.126000		0.080000		45.316854
0.127000		0.080000		46.141315
0.128000		0.080000		46.986082
0.129000		0.080000		47.851663
0.130000		0.080000		48.738569
0.131000		0.080000		49.647319
0.132000		0.080000		50.578434
0.133000		0.080000		51.532442
0.134000		0.080000		52.509874
0.135000		0.080000		53.511268
0.136000		0.080000		54.537163
0.137000		0.080000		55.588107
0.138000		0.080000		56.664649
0.139000		0.080000		57.767342
0.140000		0.080000		58.896745
0.141000		0.080000		60.053419
0.142000		0.080000		61.237931
0.143000		0.080000		62.450848
0.144000		0.080000		63.692744
0.145000		0.080000		64.964193
0.146000		0.080000		66.265774
0.147000		0.080000		67.598068
0.148000		0.080000		68.961658
0.149000		0.080000		70.357131
0.150000		0.080000		71.785075
0.151000		0.080000		73.246080
0.152000		0.080000		74.740738
0.153000		0.080000		76.269643
0.154000		0.080000		77.833389
0.155000		0.080000		79.432572
0.156000		0.080000		81.067791
0.157000		0.080000		82.739641
0.158000		0.080000		84.448722
0.159000		0.080000		86.195632
0.160000		0.080000		87.980969
0.161000		0.080000		89.805332
0.162000		0.080000		91.669320
0.163000		0.080000		93.573528
0.164000		0.080000		95.518555
0.165000		0.080000		97.504996
0.166000		0.080000		99.533444
0.167000		0.080000		101.604494
0.168000		0.080000		103.718736
0.169000		0.080000		105.876759
0.170000		0.080000		108.079152
0.171000		0.080000		110.326498
0.172000		0.080000		112.619381
0.173000		0.080000		114.958380
0.174000		0.080000		117.344071
0.175000		0.080000		119.777029
0.176000		0.080000		122.257824
0.177000		0.080000		124.787023
0.178000		0.080000		127.365188
0.179000		0.080000		129.992879
0.180000		0.080000		132.670651
0.181000		0.080000		135.399055
0.182000		0.080000		138.178637
0.183000		0.080000		141.009939
0.184000		0.080000		143.893497
0.185000		0.080000		146.829844
0.186000		0.080000		149.819506
0.187000		0.080000		152.863004
0.188000		0.080000		155.960855
0.189000		0.080000		159.113569
0.190000		0.080000		162.321651
0.191000		0.080000		165.585598
0.192000		0.080000		168.905904
0.193000		0.080000		172.283054
0.194000		0.080000		175.717529
0.195000		0.080000		179.209803
0.196000		0.080000		182.760341
0.197000		0.080000		186.369605
0.198000		0.080000		190.038047
0.199000		0.080000		193.766115
0.200000		0.080000		197.554246
0.100000		0.100000		29.543363
0.101000		0.100000		30.004735
0.102000		0.100000		30.475408
0.103000		0.100000		30.955758
0.104000		0.100000		31.446166
0.105000		0.100000		31.947017
0.106000		0.100000		32.458701
0.107000		0.100000		32.981612
0.108000		0.100000		33.516150
0.109000		0.100000		34.062722
0.110000		0.100000		34.621737
0.111000		0.100000		35.193611
0.112000		0.100000		35.778764
0.113000		0.100000		36.377625
0.114000		0.100000		36.990623
0.115000		0.100000		37.618198
0.116000		0.100000		38.260791
0.117000		0.100000		38.918851
0.118000		0.100000		39.592832
0.119000		0.100000		40.283194
0.120000		0.100000		40.990402
0.121000		0.100000		41.714927
0.122000		0.100000		42.457244
0.123000		0.100000		43.217836
0.124000		0.100000		43.997189
0.125000		0.100000		44.795796
0.126000		0.100000		45.614155
0.127000		0.100000		46.452770
0.128000		0.100000		47.312148
0.129000		0.100000		48.192804
0.130000		0.100000		49.095256
0.131000		0.100000		50.020027
0.132000		0.100000		50.967647
0.133000		0.100000		51.938648
0.134000		0.100000		52.933569
0.135000		0.100000		53.952951
0.136000		0.100000		54.997343
0.137000		0.100000		56.067295
0.138000		0.100000		57.163362
0.139000		0.100000		58.286103
0.140000		0.100000		59.436082
0.141000		0.100000		60.613865
0.142000		0.100000		61.820023
0.143000		0.100000		63.055128
0.144000		0.100000		64.319758
0.145000		0.100000		65.614492
0.146000		0.100000		66.939913
0.147000		0.100000		68.296605
0.148000		0.100000		69.685156
0.149000		0.100000		71.106155
0.150000		0.100000		72.560194
0.151000		0.100000		74.047866
0.152000		0.100000		75.569766
0.153000		0.100000		77.126490
0.154000		0.100000		78.718636
0.155000		0.100000		80.346801
0.156000		0.100000		82.011586
0.157000		0.100000		83.713589
0.158000		0.100000		85.453411
0.159000		0.100000		87.231652
0.160000		0.100000		89.048911
0.161000		0.100000		90.905787
0.162000		0.100000		92.802881
0.163000		0.100000		94.740789
0.164000		0.100000		96.720109
0.165000		0.100000		98.741437
0.166000		0.100000		100.805368
0.167000		0.100000		102.912493
0.168000		0.100000		105.063405
0.169000		0.100000		107.258691
0.170000		0.100000		109.498939
0.171000		0.100000		111.784732
0.172000		0.100000		114.116652
0.173000		0.100000		116.495277
0.174000		0.100000		118.921182
0.175000		0.100000		121.394940
0.176000		0.100000		123.917118
0.177000		0.100000		126.488281
0.178000		0.100000		129.108990
0.179000		0.100000		131.779803
0.180000		0.100000		134.501270
0.181000		0.100000		137.273941
0.182000		0.100000		140.098358
0.183000		0.100000		142.975060
0.184000		0.100000		145.904580
0.185000		0.100000		148.887447
0.186000		0.100000		151.924185
0.187000		0.100000		155.015309
0.188000		0.100000		158.161333
0.189000		0.100000		161.362762
0.190000		0.100000		164.620097
0.191000		0.100000		167.933832
0.192000		0.100000		171.304454
0.193000		0.100000		174.732446
0.194000		0.100000		178.218281
0.195000		0.100000		181.762430
0.196000		0.100000		185.365353
0.197000		0.100000		189.027505
0.198000		0.100000		192.749335
0.199000		0.100000		196.531283
0.200000		0.100000		200.373783
0.100000		0.120000		29.629092
0.101000		0.120000		30.096694
0.102000		0.120000		30.573923
0.103000		0.120000		31.061164
0.104000		0.120000		31.558807
0.105000		0.120000		32.067247
0.106000		0.120000		32.586884
0.107000		0.120000		33.118122
0.108000		0.120000		33.661371
0.109000		0.120000		34.217047
0.110000		0.120000		34.785568
0.111000		0.120000		35.367361
0.112000		0.120000		35.962855
0.113000		0.120000		36.572488
0.114000		0.120000		37.196700
0.115000		0.120000		37.835939
0.116000		0.120000		38.490656
0.117000		0.120000		39.161309
0.118000		0.120000		39.848362
0.119000		0.120000		40.552283
0.120000		0.120000		41.273546
0.121000		0.120000		42.012632
0.122000		0.120000		42.770025
0.123000		0.120000		43.546215
0.124000		0.120000		44.341698
0.125000		0.120000		45.156976
0.126000		0.120000		45.992555
0.127000		0.120000		46.848945
0.128000		0.120000		47.726665
0.129000		0.120000		48.626235
0.130000		0.120000		49.548182
0.131000		0.120000		50.493038
0.132000		0.120000		51.461337
0.133000		0.120000		52.453622
0.134000		0.120000		53.470437
0.135000		0.120000		54.512331
0.136000		0.120000		55.579859
0.137000		0.120000		56.673578
0.138000		0.120000		57.794050
0.139000		0.120000		58.941841
0.140000		0.120000		60.117518
0.141000		0.120000		61.321656
0.142000		0.120000		62.554830
0.143000		0.120000		63.817618
0.144000		0.120000		65.110603
0.145000		0.120000		66.434369
0.146000		0.120000		67.789504
0.147000		0.120000		69.176596
0.148000		0.120000		70.596238
0.149000		0.120000		72.049023
0.150000		0.120000		73.535546
0.151000		0.120000		75.056405
0.152000		0.120000		76.612198
0.153000		0.120000		78.203523
0.154000		0.120000		79.830982
0.155000		0.120000		81.495175
0.156000		0.120000		83.196704
0.157000		0.120000		84.936171
0.158000		0.120000		86.714176
0.159000		0.120000		88.531323
0.160000		0.120000		90.388212
0.161000		0.120000		92.285444
0.162000		0.120000		94.223619
0.163000		0.120000		96.203335
0.164000		0.120000		98.225190
0.165000		0.120000		100.289780
0.166000		0.120000		102.397700
0.167000		0.120000		104.549542
0.168000		0.120000		106.745895
0.169000		0.120000		108.987349
0.170000		0.120000		111.274488
0.171000		0.120000		113.607896
0.172000		0.120000		115.988152
0.173000		0.120000		118.415832
0.174000		0.120000		120.891511
0.175000		0.120000		123.415756
0.176000		0.120000		125.989136
0.177000		0.120000		128.612210
0.178000		0.120000		131.285538
0.179000		0.120000		134.009673
0.180000		0.120000		136.785163
0.181000		0.120000		139.612553
0.182000		0.120000		142.492384
0.183000		0.120000		145.425188
0.184000		0.120000		148.411495
0.185000		0.120000		151.451830
0.186000		0.120000		154.546710
0.187000		0.120000		157.696649
0.188000		0.120000		160.902153
0.189000		0.120000		164.163723
0.190000		0.120000		167.481854
0.191000		0.120000		170.857035
0.192000		0.120000		174.289747
0.193000		0.120000		177.780466
0.194000		0.120000		181.329662
0.195000		0.120000		184.937796
0.196000		0.120000		188.605324
0.197000		0.120000		192.332694
0.198000		0.120000		196.120347
0.199000		0.120000		199.968717
0.200000		0.120000		203.878232
0.100000		0.140000		29.738114
0.101000		0.140000		30.213485
0.102000		0.140000		30.698879
0.103000		0.140000		31.194693
0.104000		0.140000		31.701327
0.105000		0.140000		32.219190
0.106000		0.140000		32.748690
0.107000		0.140000		33.290246
0.108000		0.140000		33.844277
0.109000		0.140000		34.411210
0.110000		0.140000		34.991477
0.111000		0.140000		35.585514
0.112000		0.140000		36.193762
0.113000		0.140000		36.816670
0.114000		0.140000		37.454690
0.115000		0.140000		38.108279
0.116000		0.140000		38.777901
0.117000		0.140000		39.464024
0.118000		0.140000		40.167123
0.119000		0.140000		40.887676
0.120000		0.140000		41.626169
0.121000		0.140000		42.383092
0.122000		0.140000		43.158939
0.123000		0.140000		43.954213
0.124000		0.140000		44.769417
0.125000		0.140000		45.605065
0.126000		0.140000		46.461670
0.127000		0.140000		47.339756
0.128000		0.140000		48.239847
0.129000		0.140000		49.162474
0.130000		0.140000		50.108174
0.131000		0.140000		51.077486
0.132000		0.140000		52.070955
0.133000		0.140000		53.089131
0.134000		0.140000		54.132566
0.135000		0.140000		55.201819
0.136000		0.140000		56.297451
0.137000		0.140000		57.420027
0.138000		0.140000		58.570117
0.139000		0.140000		59.748293
0.140000		0.140000		60.955131
0.141000		0.140000		62.191211
0.142000		0.140000		63.457114
0.143000		0.140000		64.753427
0.144000		0.140000		66.080736
0.145000		0.140000		67.439633
0.146000		0.140000		68.830709
0.147000		0.140000		70.254560
0.148000		0.140000		71.711781
0.149000		0.140000		73.202972
0.150000		0.140000		74.728731
0.151000		0.140000		76.289660
0.152000		0.140000		77.886361
0.153000		0.140000		79.519436
0.154000		0.140000		81.189490
0.155000		0.140000		82.897125
0.156000		0.140000		84.642947
0.157000		0.140000		86.427559
0.158000		0.140000		88.251564
0.159000		0.140000		90.115568
0.160000		0.140000		92.020171
0.161000		0.140000		93.965976
0.162000		0.140000		95.953584
0.163000		0.140000		97.983593
0.164000		0.140000		100.056603
0.165000		0.140000		102.173207
0.166000		0.140000		104.334002
0.167000		0.140000		106.539578
0.168000		0.140000		108.790525
0.169000		0.140000		111.087429
0.170000		0.140000		113.430876
0.171000		0.140000		115.821444
0.172000		0.140000		118.259714
0.173000		0.140000		120.746257
0.174000		0.140000		123.281646
0.175000		0.140000		125.866446
0.176000		0.140000		128.501222
0.177000		0.140000		131.186530
0.178000		0.140000		133.922926
0.179000		0.140000		136.710959
0.180000		0.140000		139.551173
0.181000		0.140000		142.444109
0.182000		0.140000		145.390302
0.183000		0.140000		148.390280
0.184000		0.140000		151.444569
0.185000		0.140000		154.553685
0.186000		0.140000		157.718143
0.187000		0.140000		160.938449
0.188000		0.140000		164.215104
0.189000		0.140000		167.548602
0.190000		0.140000		170.939432
0.191000		0.140000		174.388075
0.192000		0.140000		177.895007
0.193000		0.140000		181.460695
0.194000		0.140000		185.085602
0.195000		0.140000		188.770183
0.196000		0.140000		192.514884
0.197000		0.140000		196.320147
0.198000		0.140000		200.186404
0.199000		0.140000		204.114081
0.200000		0.140000		208.103597
0.100000		0.160000		29.874815
0.101000		0.160000		30.359714
0.102000		0.160000		30.855108
0.103000		0.160000		31.361409
0.104000		0.160000		31.879029
0.105000		0.160000		32.408390
0.106000		0.160000		32.949915
0.107000		0.160000		33.504033
0.108000		0.160000		34.071179
0.109000		0.160000		34.651791
0.110000		0.160000		35.246315
0.111000		0.160000		35.855199
0.112000		0.160000		36.478899
0.113000		0.160000		37.117874
0.114000		0.160000		37.772589
0.115000		0.160000		38.443516
0.116000		0.160000		39.131129
0.117000		0.160000		39.835910
0.118000		0.160000		40.558345
0.119000		0.160000		41.298925
0.120000		0.160000		42.058147
0.121000		0.160000		42.836514
0.122000		0.160000		43.634532
0.123000		0.160000		44.452714
0.124000		0.160000		45.291576
0.125000		0.160000		46.151641
0.126000		0.160000		47.033436
0.127000		0.160000		47.937493
0.128000		0.160000		48.864349
0.129000		0.160000		49.814544
0.130000		0.160000		50.788626
0.131000		0.160000		51.787143
0.132000		0.160000		52.810652
0.133000		0.160000		53.859709
0.134000		0.160000		54.934879
0.135000		0.160000		56.036728
0.136000		0.160000		57.165826
0.137000		0.160000		58.322747
0.138000		0.160000		59.508069
0.139000		0.160000		60.722373
0.140000		0.160000		61.966241
0.141000		0.160000		63.240262
0.142000		0.160000		64.545024
0.143000		0.160000		65.881119
0.144000		0.160000		67.249143
0.145000		0.160000		68.649690
0.146000		0.160000		70.083361
0.147000		0.160000		71.550755
0.148000		0.160000		73.052474
0.149000		0.160000		74.589122
0.150000		0.160000		76.161302
0.151000		0.160000		77.769621
0.152000		0.160000		79.414683
0.153000		0.160000		81.097097
0.154000		0.160000		82.817468
0.155000		0.160000		84.576403
0.156000		0.160000		86.374510
0.157000		0.160000		88.212395
0.158000		0.160000		90.090664
0.159000		0.160000		92.009921
0.160000		0.160000		93.970771
